transaction_amount_usd,latent_v1,latent_v2,latent_v3,latent_v4,device_trust_score,is_fraud,amount_log,risk_interaction
132.46,-1.266,1.754,0.612,-0.419,0.903,0,4.893801807475461,-0.8049572836801752
72.45,-0.788,0.211,-1.39,-0.118,0.76,0,4.296604902619887,-0.03233506493506493
97.03,-0.187,0.8,0.589,-1.158,0.953,0,4.585273554273635,-0.961993769470405
122.27,0.108,1.089,-0.589,0.412,0.801,0,4.814377071563428,0.5532281134401972
46.95,0.781,0.021,-0.463,-1.065,0.784,0,3.8701588013294472,-0.02816750629722922
86.08,0.993,0.451,-1.458,0.126,0.852,0,4.466827236366346,0.06592343387470997
73.84,-0.828,0.717,-1.416,-1.371,0.978,0,4.315352501405889,-0.9949463562753036
54.89,0.811,0.825,0.495,-1.614,0.959,0,4.023385473281607,-1.3741486068111455
59.8,0.443,0.182,0.329,0.313,0.865,0,4.107589788972121,0.065104
45.96,-0.111,0.708,-2.306,1.661,0.864,0,3.849296175519841,1.3455240274599543
59.05,2.119,-1.325,0.817,-1.017,0.729,0,4.095177548525992,1.823443843031123
1128.05,-4.459,3.09,-4.262,4.354,0.296,1,7.029131850148651,43.966862745098034
22.72,-0.204,-1.821,-0.434,1.66,0.786,0,3.1663185741295248,-3.7975628140703512
56.74,0.814,-0.928,0.214,-0.172,0.935,0,4.055950174234789,0.16890582010582011
297.2,1.762,-0.171,-1.145,-0.469,0.828,0,5.697764402330638,0.09570286396181385
20.4,1.77,1.248,2.041,0.479,0.734,0,3.0633909220278057,0.8034838709677419
73.83,0.27,-0.13,0.779,-1.122,0.767,0,4.315218874092267,0.18772200772200773
65.46,0.338,0.676,-1.622,-1.34,0.832,0,4.196600262926448,-1.0758194774346794
21.56,-1.397,1.378,0.436,0.599,0.877,0,3.1161784266298582,0.9305772266065387
43.49,0.65,-0.682,-1.542,-0.076,0.757,0,3.7952644448179504,0.06757757496740548
20.37,-0.705,0.721,-2.601,1.43,0.868,0,3.0619880693310564,1.1742938496583142
183.23,-0.144,1.083,-0.042,-0.278,0.876,0,5.2161849770094175,-0.33981264108352144
74.35,-0.971,0.425,-1.086,0.502,0.918,0,4.3221439250725044,0.2299030172413793
40.2,-0.1,0.046,1.631,-0.733,0.766,0,3.7184382563554808,-0.043451030927835047
139.82,1.196,1.787,-0.263,-2.194,0.873,0,4.947482479090987,-4.440178935447338
59.36,-0.592,1.771,-0.606,-0.631,0.702,0,4.100326633899648,-1.5695238764044943
35.43,0.779,0.659,0.852,0.005,0.905,0,3.5953926110204724,0.0036010928961748637
113.94,1.149,-0.624,1.034,-0.521,0.738,0,4.744410253079596,0.43463101604278076
21.18,-0.998,-1.736,1.224,-0.702,0.728,0,3.099190981922221,1.6513170731707316
41.78,-0.257,-0.506,1.279,-0.591,0.873,0,3.7560707036542595,0.33867044167610416
92.88,-0.474,0.32,0.519,0.842,0.867,0,4.542017370982823,0.30722919042189284
192.41,-0.954,0.641,-0.237,-2.789,0.716,0,5.2648122879906385,-2.4624641873278237
267.91,0.39,-0.734,-0.458,0.006,0.968,0,5.59437675112927,-0.004503067484662577
167.3,-1.554,0.139,-0.317,-0.877,0.774,0,5.12574810119676,-0.15548852040816327
65.06,0.076,0.471,0.305,0.789,0.838,0,4.190563419962643,0.4382299528301887
168.91,1.095,-0.085,-0.699,-0.393,0.948,0,5.135268885097667,0.03486951983298539
80.25,0.001,-0.674,1.444,-1.435,0.93,0,4.3975308212098465,1.0289255319148938
32.99,1.766,0.481,0.25,-0.291,0.876,0,3.5260663637080247,-0.1579808126410835
258.85,-0.755,-0.309,-0.867,0.014,0.981,0,5.560104541454451,-0.0043652875882946515
8.35,0.162,1.634,-0.597,-0.181,0.88,0,2.2353763433005955,-0.3323078651685393
79.8,0.475,-0.254,-0.473,-1.843,0.858,0,4.39197696552705,0.5393110599078341
13.98,-0.181,0.623,-0.195,-0.726,0.874,0,2.7067159780890733,-0.5116493212669683
66.27,-0.317,0.139,0.847,-0.572,0.723,0,4.208714372037514,-0.10846930422919508
169.42,1.273,-1.579,-0.408,-0.311,0.791,0,5.13826597839981,0.6130699126092384
66.4,1.353,0.414,1.123,1.613,0.819,0,4.210645017918261,0.8055271411338962
59.58,1.146,-0.286,-1.133,0.576,0.958,0,4.103964805599091,-0.17018181818181816
171.54,2.464,-0.109,0.951,-0.988,0.873,0,5.1506290936484325,0.12196149490373726
38.39,0.546,-0.466,1.706,-1.764,0.953,0,3.6735119769828146,0.8536074766355142
174.35,-1.23,-0.543,-0.356,1.465,0.756,0,5.166783976586187,-1.038505221932115
204.57,0.049,-0.193,-1.27,1.087,0.793,0,5.325786608537582,-0.26125902864259026
40.25,-0.4,0.163,-0.72,0.707,0.723,0,3.71965111278069,0.1572182810368349
181.71,-0.283,1.053,0.505,1.791,0.947,0,5.207900196423574,1.9706614420062694
37.17,-1.787,2.892,0.794,-0.296,0.748,0,3.6420498667571386,-1.12932981530343
18.76,1.84,0.899,-0.443,-1.239,0.975,0,2.983659692319722,-1.1308233502538074
29.07,1.196,0.839,0.706,-0.084,0.914,0,3.4035279970004377,-0.07627272727272727
325.56,-0.833,5.352,-3.636,4.231,0.193,1,5.788613699061535,111.54833497536944
35.3,1.146,1.274,1.054,0.346,0.839,0,3.591817741270805,0.5192037691401649
178.69,0.621,-0.205,-1.057,0.865,0.864,0,5.191233143938362,-0.2028890160183066
69.73,0.264,-1.048,-0.328,-0.136,0.975,0,4.258869811047899,0.14469847715736042
92.19,0.363,0.777,0.197,-2.225,0.896,0,4.534640419797564,-1.9081953642384106
279.14,0.55,-0.361,0.224,0.556,0.97,0,5.6352894782109,-0.20481224489795918
48.12,0.07,0.157,-2.923,-1.144,0.864,0,3.894266283838887,-0.2055011441647597
18.75,1.272,-0.118,0.848,0.648,0.974,0,2.9831534913471307,-0.07770731707317073
84.71,0.246,-0.142,0.391,1.447,0.902,0,4.450969504910791,-0.2253004385964912
224.4,-0.877,1.416,-1.407,-1.706,0.748,0,5.417876601605676,-3.1869340369393133
6.99,0.371,-0.881,1.089,-1.684,0.972,0,2.0781907597781832,1.5107983706720978
20.54,0.962,0.821,0.118,-2.1,0.854,0,3.0699116717282426,-1.995486111111111
31.48,-0.233,0.727,-0.068,-0.155,0.854,0,3.4806245152934774,-0.1304224537037037
49.59,-0.649,-0.398,-1.07,-1.54,0.879,0,3.923753928303845,0.6894488188976378
112.73,0.812,-0.217,-1.738,2.102,0.888,0,4.733827218196353,-0.5079443207126948
264.54,-0.359,-2.045,1.142,-1.058,0.94,0,5.581765488467756,2.2774842105263158
116.72,0.334,0.47,1.346,-0.792,0.73,0,4.7683089233652725,-0.5030270270270271
137.39,-1.84,0.286,1.251,1.376,0.761,0,4.930075786237839,0.5104228274967574
7.62,1.857,-1.774,1.629,0.185,0.827,0,2.154085084675602,-0.3921027479091995
121.51,-0.531,-1.215,0.776,0.514,0.816,0,4.808192659306079,-0.7560653753026635
55.5,0.415,0.529,-0.987,-1.188,0.897,0,4.034240638152395,-0.6928908489525909
75.4,-0.495,-0.88,0.299,0.635,0.986,0,4.335982696172475,-0.5610441767068273
128.83,-0.364,2.025,0.902,-0.381,0.948,0,4.866225902372162,-0.8053496868475992
6.92,-1.592,1.319,1.192,-0.303,0.79,0,2.0693912058263346,-0.49957124999999997
248.57,0.521,-1.025,-1.168,0.811,0.794,0,5.519739436963906,-1.0339241293532337
158.05,-0.749,1.148,-0.715,0.055,0.761,0,5.069218618195153,0.08189364461738002
61.54,0.192,0.094,0.36,0.158,0.861,0,4.135806352029695,0.01705166475315729
82.93,0.039,0.13,1.764,0.863,0.987,0,4.429983118094737,0.11252758274824473
13.08,-1.229,0.949,1.243,1.618,0.745,0,2.644755350729896,2.0337509933774833
24.69,-0.942,0.308,0.733,-0.513,0.795,0,3.2461018111217923,-0.1962782608695652
61.91,1.509,-1.565,0.375,0.238,0.965,0,4.141705133581938,-0.3820205128205128
132.41,-1.012,-0.328,0.969,1.265,0.713,0,4.893427093190715,-0.5738865836791148
158.98,-0.421,-1.56,-0.779,1.853,0.828,0,5.075048807420676,-3.449498806682578
10.77,1.416,-0.527,-0.166,0.794,0.823,0,2.4655539212721855,-0.502326530612245
108.09,1.392,-0.282,-0.886,0.25,0.882,0,4.692173229609665,-0.07903587443946188
22.57,3.15,1.106,-0.105,1.052,0.781,0,3.1599747169480397,1.4709380530973453
27.32,-0.077,0.088,-1.293,-0.306,0.924,0,3.343568268825519,-0.028830835117773016
59.67,-1.293,-1.386,0.176,1.151,0.908,0,4.105449341954206,-1.73778431372549
198.24,-0.289,0.676,0.827,-0.257,0.78,0,5.294510128205083,-0.21991392405063293
32.11,0.879,-1.544,1.677,-0.456,0.96,0,3.4998353515591547,0.725839175257732
100.32,-0.684,-0.46,0.132,-0.854,0.733,0,4.618283825133474,0.528721399730821
17.7,-1.068,-0.978,1.209,0.398,0.921,0,2.928523523860541,-0.41809237379162195
30.88,-0.738,-1.95,0.697,1.646,0.792,0,3.461978853922014,-4.002119700748129
73.6,-0.024,-0.275,0.378,-0.847,0.762,0,4.312140507209715,0.3017163212435233
53.21,0.222,-1.383,0.437,-0.751,0.72,0,3.992865393272247,1.4227849315068493
14.73,-3.141,0.794,0.494,1.353,0.832,0,2.7555697170701863,1.2758693586698338
42.43,0.132,0.572,-1.463,0.431,0.714,0,3.7711504465467307,0.3405138121546961
251.83,-0.572,-1.855,-0.751,0.514,0.864,0,5.532717326117946,-1.0909267734553776
36.87,0.283,-0.254,-1.635,-1.555,0.749,0,3.634159241913703,0.5203820816864295
46.05,-0.334,0.906,-0.273,-0.3,0.95,0,3.8512108660313884,-0.283125
47.4,1.293,0.422,0.137,0.23,0.871,0,3.879499813722586,0.11017026106696937
129.62,1.522,-0.419,-1.336,-0.669,0.911,0,4.872292344474511,0.30435504885993486
51.25,0.736,-0.637,0.808,-0.13,0.831,0,3.9560398908449206,0.09846611177170037
120.92,-1.539,-0.187,-0.333,-1.343,0.919,0,4.803365091938336,0.27033476856835303
83.97,-1.122,0.973,-0.607,-0.025,0.937,0,4.44229825301545,-0.02568637803590285
395.53,-0.13,-0.025,0.473,-1.024,0.878,0,5.98275170025555,0.02882882882882883
136.8,0.836,-0.78,-1.115,1.183,0.858,0,4.925803358579558,-1.0630645161290324
18.54,1.019,-0.127,1.17,-0.272,0.871,0,2.972463646614637,0.03920998864926221
23.11,0.198,2.688,-0.945,-0.252,0.821,0,3.1826266921930797,-0.8151335740072203
11.42,-0.183,-0.872,0.468,-0.214,0.809,0,2.519308076505333,0.22784859584859582
125.55,1.861,0.276,1.271,0.115,0.806,0,4.840637486991133,0.038897058823529417
13.98,-1.387,-0.112,0.172,0.046,0.835,0,2.7067159780890733,-0.006097041420118344
149.58,-1.894,3.544,-0.691,0.969,0.858,0,5.014494504421976,3.956377880184332
26.54,-0.795,-2.823,-0.283,-0.05,0.95,0,3.315639493300509,0.14703125
21.28,-0.27,0.069,0.17,-0.035,0.729,0,3.1036894150590832,-0.003267929634641408
51.84,0.594,-0.283,-0.364,0.512,0.724,0,3.9672684796541247,-0.19740599455040872
88.86,1.251,-1.189,-1.031,0.668,0.949,0,4.498252903642014,-0.8282085505735142
10.13,1.751,-0.577,0.413,-1.192,0.911,0,2.4096441652874536,0.7467795874049945
37.09,0.366,1.163,1.086,-2.09,0.867,0,3.6399517804905126,-2.77157354618016
20.38,-1.697,-1.054,1.427,-0.542,0.84,0,3.062455905596899,0.6720800000000001
244.59,-0.68,-1.664,0.233,1.455,0.859,0,5.503663478831665,-2.7860989643268126
9.66,-1.52,-0.672,0.341,0.744,0.799,0,2.3664984187376983,-0.6180074165636589
71.66,-0.457,-0.967,-0.309,-0.111,0.873,0,4.2857910267930555,0.12155945639864099
169.03,1.418,-0.7,-1.417,1.455,0.741,0,5.135974892069394,-1.3561917443408789
110.02,0.438,0.835,0.119,-0.729,0.919,0,4.709710365262016,-0.6552368137782562
14.96,0.199,1.212,-0.276,-0.964,0.947,0,2.7700855920216627,-1.2208652037617553
206.21,2.577,0.174,0.834,0.522,0.735,0,5.333732771768991,0.12191677852348992
146.19,-2.804,-1.063,0.329,-2.719,0.974,0,4.991724269204496,2.937293699186992
72.53,0.833,0.598,0.958,1.606,0.864,0,4.297693486208131,1.0988421052631578
172.69,-0.135,0.115,-0.275,1.118,0.774,0,5.157272101065921,0.1639923469387755
178.27,1.324,-0.292,-0.946,-0.011,0.919,0,5.188893049266747,0.0034574811625403654
32.46,-0.845,-0.115,0.94,-0.712,0.744,0,3.510350695558678,0.10859416445623342
93.55,0.244,0.567,-0.042,0.034,0.773,0,4.549128795104466,0.024620689655172414
196.2,0.89,1.371,-0.926,1.767,0.713,0,5.284218442168535,3.350701244813278
135.43,-0.303,1.994,-0.29,0.707,0.785,0,4.915811662574783,1.773280503144654
180.27,0.073,1.44,-0.322,-0.418,0.89,0,5.199987632474827,-0.6687999999999998
46.33,-0.481,1.2,-0.601,1.169,0.748,0,3.8571443439181565,1.8506596306068601
7.89,0.807,-0.228,-0.734,-0.653,0.981,0,2.1849270495258133,0.15023612512613524
7.15,-0.666,1.065,0.16,-1.115,0.779,0,2.0980179272527715,-1.505038022813688
10.73,-2.139,-0.197,0.723,-0.138,0.964,0,2.462149662665384,0.027911704312114993
111.9,-0.343,0.731,1.457,-1.524,0.881,0,4.726502471155617,-1.2503299663299663
60.86,0.171,-0.035,-0.258,1.274,0.911,0,4.124873767256924,-0.04841476655808904
31.7,-0.277,-0.75,-0.231,-0.046,0.936,0,3.487375077903208,0.036469344608879496
42.83,-0.742,0.14,0.537,0.13,0.99,0,3.780318514430718,0.0182
44.52,0.772,-0.434,0.623,0.652,0.803,0,3.8181517898180757,-0.3480541205412054
77.59,0.509,0.901,-0.411,-0.548,0.963,0,4.364244464878084,-0.5074491264131553
8.2,-0.701,-1.032,0.666,2.282,0.763,0,2.2192034840549946,-3.046602846054334
20.25,0.015,-1.602,-0.696,-0.057,0.911,0,3.056356895370426,0.09914657980456026
38.89,-1.294,0.901,1.469,0.382,0.969,0,3.686125665917315,0.3515648621041879
30.72,-0.441,-2.036,-0.979,-0.011,0.8,0,3.456947396766647,0.02764938271604938
18.65,0.479,0.145,1.058,0.294,0.734,0,2.9780773383152703,0.057298387096774185
104.43,-1.331,-0.413,-0.727,-0.167,0.902,0,4.6580472255888585,0.07562609649122808
29.76,-0.731,-0.364,-0.02,1.123,0.866,0,3.4262151446374434,-0.466634703196347
76.63,-1.282,-0.373,-0.563,0.37,0.73,0,4.351953950417589,-0.1865
110.26,-0.662,-0.997,-2.654,-1.298,0.905,0,4.711869804647147,1.4143234972677594
88.02,1.348,0.909,-1.012,-1.181,0.827,0,4.488861063587708,-1.2825913978494625
36.23,0.087,-1.008,0.431,0.652,0.763,0,3.6171148878846253,-0.8502147477360932
48.32,1.381,0.035,1.941,0.092,0.732,0,3.8983296782961436,0.0043396226415094346
75.81,-0.424,-1.559,-1.344,0.741,0.715,0,4.341334840010591,-1.5934055172413792
5.87,-0.283,-0.423,-0.74,-0.386,0.858,0,1.927164106234258,0.18810829493087558
170.89,-1.18,1.03,1.725,0.495,0.911,0,5.146854737340066,0.5535830618892508
98.35,-1.657,1.864,1.099,0.489,0.702,0,4.598648968997826,1.2801910112359551
415.37,-0.125,-1.337,-0.331,0.448,0.838,0,6.031574288035858,-0.7063396226415094
17.09,-1.184,-0.385,-1.353,-1.458,0.988,0,2.895359299407204,0.5624549098196393
452.24,0.34,-0.58,-0.486,-0.633,0.85,0,6.116421786512366,0.42690697674418604
76.68,0.715,-0.775,0.505,-0.228,0.89,0,4.35259782398307,0.19633333333333336
53.73,0.573,0.522,-0.972,-1.27,0.971,0,4.0024120051558265,-0.6757798165137615
20.3,-0.058,-0.574,0.613,0.679,0.967,0,3.0587070727153796,-0.39892118730808596
69.76,0.193,-0.872,-0.198,0.136,0.75,0,4.259293869291585,-0.1560421052631579
6.05,0.929,0.225,-0.571,0.966,0.982,0,1.9530276168241774,0.21910282258064515
33.87,0.381,1.546,0.087,-1.037,0.803,0,3.5516268606875596,-1.9719581795817958
138.56,0.295,0.186,0.046,-0.17,0.883,0,4.9384946163185734,-0.03540873460246361
373.58,-1.652,-1.002,1.122,0.429,0.972,0,5.925805398301708,-0.43773727087576375
143.14,1.909,-1.038,-0.031,1.163,0.763,0,4.970785049496295,-1.561699870633894
20.81,-0.293,-0.445,0.532,-1.78,0.815,0,3.0823685802135374,0.9601212121212122
100.45,-2.117,-0.01,-0.377,-0.178,0.96,0,4.619566066271823,0.0018350515463917525
105.05,1.687,-0.69,0.774,0.709,0.839,0,4.663910681010692,-0.5762190812720848
52.76,-1.287,0.448,0.338,0.358,0.767,0,3.984529696214894,0.2064144144144144
13.81,-0.029,-0.401,0.777,-1.07,0.864,0,2.6953026282797072,0.49092677345537766
11.86,-0.368,-1.109,0.532,-0.572,0.821,0,2.554121718809473,0.7633549939831528
13.34,-0.893,-0.034,-0.36,-0.513,0.949,0,2.663052835171474,0.018187695516162672
224.73,-0.506,0.996,0.369,-1.709,0.909,0,5.4193395947954865,-1.8521915125136017
431.41,0.883,0.517,0.458,0.888,0.977,0,6.069374212232139,0.46514285714285714
65.81,-0.464,0.848,0.218,-1.377,0.831,0,4.2018527699373855,-1.388461355529132
183.65,-0.268,-0.443,-0.369,0.23,0.793,0,5.2184621412985726,-0.12688667496886674
46.62,-1.064,0.382,-0.162,1.113,0.966,0,3.8632528410587166,0.43562090163934425
58.62,-0.693,-0.435,0.01,-0.147,0.731,0,4.087991088249925,0.08629554655870446
47.26,-1.586,0.631,0.519,-0.614,0.975,0,3.8766030601968855,-0.39333401015228425
14.0,0.379,-0.166,1.106,-1.312,0.723,0,2.70805020110221,0.2971241473396999
28.59,0.161,1.537,-0.124,0.743,0.952,0,3.3874364664121184,1.1871008316008316
55.65,0.753,-0.333,-0.405,0.487,0.881,0,4.036891987474015,-0.182010101010101
11.41,-0.356,0.368,-0.161,-0.693,0.867,0,2.5185025992165158,-0.29079133409350055
918.7,-3.58,4.956,-6.805,6.826,0.174,1,6.824047529908652,183.85682608695652
64.33,1.197,-0.751,1.044,0.122,0.858,0,4.179451348852659,-0.1055552995391705
28.13,0.188,1.152,0.522,-1.239,0.804,0,3.3717685709713434,-1.7534742014742013
163.14,1.72,-0.355,-0.211,-0.822,0.985,0,5.100719722201566,0.2932763819095477
145.48,-0.499,-0.763,1.176,-1.332,0.92,0,4.986888900366255,1.0928129032258065
122.67,1.378,0.044,-1.027,-0.172,0.864,0,4.817616727753966,-0.00865903890160183
263.64,0.367,1.365,0.582,0.198,0.824,0,5.578370411835326,0.3240647482014389
39.22,-0.405,-1.977,-1.109,-0.268,0.978,0,3.6943643843445058,0.5362712550607288
49.03,-0.205,0.248,-0.418,0.042,0.922,0,3.912622825500114,0.011175965665236052
78.92,-0.515,0.144,0.869,-1.44,0.864,0,4.381026134340298,-0.23725400457665902
85.51,-1.711,0.371,-0.564,-0.397,0.946,0,4.460260014192283,-0.15406589958158998
86.46,-0.466,-0.452,0.372,0.572,0.891,0,4.471181545984774,-0.2869522752497225
49.4,-0.643,0.965,0.452,0.606,0.786,0,3.919991175077323,0.7346608040201004
52.27,-0.021,-0.017,-0.958,0.918,0.938,0,3.9753733209289077,-0.0164620253164557
466.39,-0.052,-0.809,0.585,0.612,0.92,0,6.147164026925091,-0.5323741935483871
41.49,2.243,-1.09,-0.184,0.337,0.987,0,3.7492687541267204,-0.3684353059177533
99.3,2.28,-0.734,-0.94,-0.946,0.733,0,4.60816569496789,0.9345410497981157
15.29,1.221,-0.708,-0.85,0.231,0.947,0,2.790551422613954,-0.17089655172413792
83.18,0.092,0.249,-0.105,-1.304,0.888,0,4.432957363342425,-0.36157683741648106
7.44,-0.444,-1.564,-1.135,-0.039,0.895,0,2.132982308607866,0.0673988950276243
82.07,-0.184,-0.717,-0.373,-1.046,0.882,0,4.41968362585098,0.8407869955156951
72.35,-0.693,-1.192,1.006,0.318,0.918,0,4.295242504588991,-0.4084655172413793
73.52,-1.366,-1.394,-0.162,0.063,0.876,0,4.311067545733388,-0.09912189616252821
61.37,-0.31,-0.551,0.124,0.971,0.82,0,4.1330843905380314,-0.6446036144578314
11.41,0.999,1.055,0.218,2.418,0.826,0,2.5185025992165158,3.0514234449760766
81.47,-1.692,0.796,1.365,-0.225,0.747,0,4.4124345908452645,-0.23659180977542935
34.45,-1.168,1.136,-0.381,0.302,0.921,0,3.5681232529781366,0.3684983888292158
11.02,-1.826,1.002,0.588,-1.345,0.848,0,2.4865719291070616,-1.5707342657342658
411.24,-0.45,-2.903,-0.66,0.302,0.795,0,6.021605704019969,-1.0890757763975154
11.65,1.497,-0.078,-2.097,-0.185,0.724,0,2.5376572151735295,0.019659400544959127
72.93,0.735,-1.462,-0.138,-1.474,0.981,0,4.3031186995690085,2.1745590312815337
130.59,-0.296,0.708,-0.162,-0.22,0.981,0,4.879691028162049,-0.15717457114026234
98.69,0.694,0.7,1.422,0.168,0.873,0,4.602065371034612,0.13318233295583237
37.1,1.35,2.462,1.452,-0.49,0.729,0,3.6402142821326553,-1.6324492557510148
132.49,-0.407,-0.113,1.286,-1.589,0.735,0,4.894026568667641,0.24101610738255033
224.09,-1.003,1.219,1.454,-0.659,0.874,0,5.4165003222257475,-0.9087341628959277
99.66,-0.268,-2.435,-1.668,-0.658,0.922,0,4.611748501348214,1.7191309012875535
127.74,-0.466,-0.231,-0.032,-0.219,0.819,0,4.85779486662447,0.06102412545235224
383.75,-1.674,-0.208,-0.023,0.99,0.874,0,5.952593772718989,-0.23294117647058823
13.55,0.563,-0.148,-1.755,1.01,0.881,0,2.6775909936175015,-0.1677665544332211
210.06,0.04,-1.781,0.775,1.486,0.897,0,5.352142453242944,-2.917933847850055
41.78,1.131,-1.143,-0.394,-1.395,0.755,0,3.7560707036542595,2.084294117647059
5.71,-0.065,0.448,-1.32,0.386,0.929,0,1.9035989509835904,0.1841618743343983
135.14,0.455,-1.228,-0.121,0.352,0.731,0,4.913683768019805,-0.5833414304993252
22.74,1.461,0.002,0.426,-0.932,0.794,0,3.167161389181522,-0.002318407960199005
40.47,-0.42,2.062,-0.402,0.365,0.929,0,3.7249702742582897,0.8015228966986154
10.64,0.557,-1.092,-0.435,0.624,0.795,0,2.454447442303292,-0.8464695652173913
70.47,0.594,-0.551,-0.525,0.405,0.835,0,4.269277781231888,-0.2640887573964497
131.73,1.179,-1.441,0.131,-0.541,0.744,0,4.888316989638111,1.0339270557029179
155.91,-1.341,-0.887,-1.643,-1.307,0.783,0,5.055672392570977,1.4619281210592685
211.35,0.231,1.816,-0.296,0.634,0.867,0,5.35823585675928,1.3128209806157356
64.05,-3.018,-0.718,0.654,-0.753,0.831,0,4.1751562049585145,0.6428703923900119
275.51,0.865,-1.132,0.173,0.466,0.953,0,5.622246986673683,-0.5477798546209761
154.37,1.202,-1.68,0.125,-1.209,0.767,0,5.045809369103909,2.614054054054054
120.73,-2.472,0.781,-0.268,0.357,0.982,0,4.801805477421505,0.28106552419354836
18.1,1.427,0.371,0.169,-0.047,0.826,0,2.9496883350525844,-0.020857655502392346
18.86,1.974,-0.375,-0.156,1.257,0.872,0,2.9887076586170265,-0.534438775510204
31.44,-1.589,0.399,-0.022,0.612,0.796,0,3.479392229247212,0.3029627791563275
22.02,0.664,-0.51,0.756,0.209,0.767,0,3.1363634032937364,-0.13718146718146718
15.98,0.004,-0.22,0.73,-0.371,0.927,0,2.8320361808832013,0.0871077908217716
6.32,-0.573,0.91,-0.422,-0.54,0.836,0,1.9906103279732201,-0.5808510638297874
52.02,-0.839,-0.54,-0.722,0.983,0.771,0,3.9706692008608795,-0.6796670934699104
25.87,0.156,-1.102,1.564,0.802,0.897,0,3.2910104226273997,-0.9744255788313122
34.39,1.222,-1.142,-1.165,-0.61,0.809,0,3.566429294357372,0.8505738705738703
31.99,-0.4,0.504,0.081,-0.148,0.761,0,3.49620448524049,-0.09674708171206224
47.5,0.592,0.569,-0.617,-1.101,0.739,0,3.8815637979434374,-0.836407209612817
11.55,1.556,0.247,0.397,0.44,0.705,0,2.529720665577793,0.152
22.58,-1.202,1.499,-0.403,0.822,0.987,0,3.160398895109225,1.2358856569709127
19.59,1.458,0.081,-1.181,-2.493,0.986,0,3.0248055210396982,-0.20274397590361445
52.08,-0.581,0.136,0.43,0.994,0.817,0,3.9718002094640066,0.16346311970979444
6.39,-0.179,0.034,-0.513,-0.518,0.889,0,2.0001277349601105,-0.01959065628476085
9.69,-0.847,-0.451,1.809,0.896,0.909,0,2.3693087250369538,-0.43971273122959736
30.05,0.627,-0.104,-0.708,-0.822,0.729,0,3.435598808379488,0.115680649526387
84.08,1.097,1.381,-0.043,1.139,0.739,0,4.4435919903320364,2.100078771695594
34.04,1.1,1.58,1.963,0.333,0.885,0,3.5564902660681907,0.5878659217877096
186.17,1.403,0.433,0.805,-1.135,0.962,0,5.232017294790805,-0.5056121399176955
46.42,0.724,0.899,0.121,-0.652,0.738,0,3.8590440806372595,-0.783620320855615
295.78,-0.059,0.047,0.242,-0.968,0.8,0,5.69299112357798,-0.0561679012345679
8.02,-2.242,0.833,0.164,0.265,0.939,0,2.199444334074532,0.23260800842992624
25.74,-0.832,-0.675,0.628,0.357,0.885,0,3.286160571673797,-0.2692458100558659
46.69,-0.758,-0.133,1.747,-2.06,0.862,0,3.864721732310133,0.31419724770642204
32.61,-2.479,-2.043,1.175,-0.409,0.831,0,3.5148236417370144,0.993563614744352
83.66,-0.318,0.541,0.472,-0.255,0.888,0,4.438643235092778,-0.1536247216035635
12.25,1.377,0.763,-0.632,-0.992,0.77,0,2.583997552432231,-0.9703794871794872
42.77,0.147,0.814,-0.071,1.72,0.708,0,3.778948651202804,1.9499721448467968
10.64,1.775,0.308,0.702,-0.9,0.935,0,2.454447442303292,-0.29333333333333333
50.12,-0.579,1.487,1.113,0.752,0.988,0,3.9341758100692794,1.1204649298597196
41.02,-1.173,-0.312,0.644,-0.986,0.966,0,3.7381456954168546,0.3151967213114754
47.66,-0.568,-0.846,-1.801,-0.387,0.768,0,3.8848573373553763,0.4208251928020566
118.2,0.018,-0.224,-0.667,0.838,0.875,0,4.7808027546312495,-0.21210395480225988
98.95,-0.696,1.992,1.001,-0.457,0.92,0,4.604670060946409,-0.9788645161290322
37.94,0.174,-0.851,-0.148,-0.407,0.918,0,3.6620219999440535,0.3732295258620689
34.63,0.782,0.839,0.825,-0.916,0.917,0,3.5731879796177446,-0.8290442286947141
48.06,0.108,-1.47,0.217,0.655,0.75,0,3.893044038830343,-1.2669078947368422
102.59,1.887,-1.501,0.111,1.737,0.936,0,4.640440800070011,-2.7560644820295983
113.86,-1.053,0.347,-0.037,-1.13,0.775,0,4.74371399543615,-0.49950318471337574
124.39,-0.701,0.433,-0.143,0.169,0.931,0,4.831428880202447,0.07776514346439958
56.9,-0.925,-0.465,0.481,-0.988,0.86,0,4.05871738457895,0.5280689655172414
16.07,0.867,0.998,0.092,-0.672,0.725,0,2.837322536806349,-0.912457142857143
203.96,0.276,0.566,0.262,1.234,0.789,0,5.322814838148424,0.8741476846057571
25.88,1.095,-1.473,-0.539,-0.732,0.836,0,3.2913825156549485,1.2745106382978724
27.55,0.746,0.156,0.8,1.192,0.869,0,3.351656936102019,0.2115494880546075
61.89,-0.345,-0.213,-0.708,0.545,0.808,0,4.141387168555412,-0.14191320293398532
7.44,-0.205,-0.228,0.158,-0.45,0.943,0,2.132982308607866,0.10766002098635888
44.72,-0.294,0.384,-0.889,-0.445,0.88,0,3.8225358389266098,-0.192
51.28,1.375,0.595,2.151,0.77,0.971,0,3.956613888756021,0.46702344546381247
35.2,1.361,-0.88,-1.173,0.406,0.809,0,3.5890591188317256,-0.4362393162393163
58.62,-1.243,-0.311,0.048,0.078,0.84,0,4.087991088249925,-0.028538823529411762
